Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
74A05963268A6F4B8AA5A068DF35CA2B,10070253 MANITOBA,10070253 MANITOBA,info@urbanindigenous.ca,2045588432,,http://urbanindigenous.ca,Winnipeg,Manitoba,1864 NOTRE DAME AVENUE,,R3B 0X8,Communications and public affairs services web and media communications government relations indigenous community consultations arts management research support,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=74A05963268A6F4B8AA5A068DF35CA2B, - ,519130 - Internet Publishing and Broadcasting  and Web Search Portals | 541690 - Other Scientific and Technical Consulting Services | 914110 - Aboriginal Public Administration | 611710 - Educational Support Services | 71151 - Independent Artists  Writers and Performers | 4842 - Specialized Freight Trucking | 4841 - General Freight Trucking | 4931 - Warehousing and Storage | 5182 - Data Processing  Hosting  and Related Services | 5415 - Computer Systems Design and Related Services | 5416 - Management  Scientific and Technical Consulting Services | 5419 - Other Professional  Scientific and Technical Services | 4182 - Paper  Paper Product and Disposable Plastic Product Wholesaler-Distributors | 4189 - Other Miscellaneous Wholesaler-Distributors | 6117 - Educational Support Services | ,R201A - General Office Help | R019E - Business Services | R019U - Professional Services / Program Research Analysis | D399A - Miscellaneous Communications Services | R199B - Miscellaneous Business Services | N7045 - Computer Supplies | V505A - Storage and Warehousing | N5835 - Sound Recording and Reproducing Equipment | N8105 - Bags and Sacks | D302A - Informatics Professional Services | N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts | N5836 - Video Recording and Reproduction Equipment | D317B - Information Retrieval Services  Database | N7520 - Office Devices and Accessories | V502B - Hotels  Motels and Commercial Accommodation | T000H - Communication Writing and Editing Services | R103A - Courier Service | T003A - Advertising | K102B - Food Catering Services | T004B - Events Planning and Management | N8115 - Boxes  Cartons and Crates | N3610 - Printing  Duplicating and Bookbinding Equipment | K100A - Cleaning and Maintenance  Janitorial | R123A - Organization Development | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | B101A - Environmental Impact Studies | G102A - Recreational Services | R114A - Logistics Support Services Military Aerospace Related | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | N8325 - Fur Materials | V401C - Bus Services | T000G - Communication Support Products | N7510 - Office Supplies | N9999 - Miscellaneous Items | N6910 - Training Aids | N7110 - Office Furniture | N5820 - Radio and Television Communications Equipment  Except Airborne | V503B - Travel Management Services | T005A - Graphic Design Services - including website | N6840ABA - Deodorant  Air  Sanitizer  Aerosol | N6840B - DISINFECTANT | N8415Q - JACKETS (CLOTHING  SPECIAL PURPOSE) | T018C - Audio and Video | ,
97E049E363E35173E0531B96D48E86D3,11061887 Canada Inc,11061887 Canada Inc,infosec@daysinc.net,,,,Akwesasne,Ontario,11 Walter Delormier Rd,,K6H0G5,Information Technology Engineering and Consulting Services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E363E35173E0531B96D48E86D3,541510 - Computer Systems Design and Related Services,541990 - All Other Professional  Scientific and Technical Services | ,N7045 - Computer Supplies | D316B - Telecommunications Network Services | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | N5810 - Communications Security Equipment and Components | ,
97E049E361B25173E0531B96D48E86D3,11647024 Canada Inc.,11647024 Canada Inc.,tomgr112@gmail.com,,,,Cambridge Bay,Nunavut,P.O. Box 2343,,X0B0C0,11647024 Canada Inc Offers construction maintenance and repair services for all types of overhead and underground power distribution systems It also offers surveying testing inspection and consulting services in the same field,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361B25173E0531B96D48E86D3,238210 - Electrical Contractors and Other Wiring Installation Contractors,237990 - Other Heavy and Civil Engineering Construction | 541360 - Geophysical Surveying and Mapping Services | ,5164A - Electrical Installations and Major Repairs | ,
97E049E360C65173E0531B96D48E86D3,1179470 BC LTD,1179470 BC LTD,alex.hobrough@gmail.com,,,,Vancouver,British Columbia,116-1556 5th Ave E,,V5N1L7,1179470 BC LTD is an independent project management consulting service firm,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360C65173E0531B96D48E86D3,541611 - Administrative Management and General Management Consulting Services,541510 - Computer Systems Design and Related Services | 541619 - Other Management Consulting Services | ,R019E - Business Services | R019U - Professional Services / Program Research Analysis | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
D9A8EBF5C897FE47A80EBC8747EC06B6,12051800 Canada Inc.,12051800 Canada Inc.,chrisdedam@hotmail.com,5064407237,,www.sesgweg.com,Fredericton,New Brunswick,66 Dora Dr.,,E3B9L3,Application design and developmentWe design and develop customized web mobile Windows and Rich Internet applications Working primarily in MicrosoftNET we define your projects requirements develop the solution architecture then design ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=D9A8EBF5C897FE47A80EBC8747EC06B6, - ,511210 - Software Publishers | 541612 - Human Resources Consulting Services | 541619 - Other Management Consulting Services | ,D302AAH - Informatics Professional and Consulting Services - Maintenance Operations  Support | D302AAI - Informatics  Professional and Consulting Services - Network Planning  Design  Implementation  Management  Etc. | D302AAJ - Informatics Professional and Consulting Services  Requirements  Analysis  Feasibility Studies | D302AAP - Informatics Professional and Consulting Services  Software Development and Implementation | D302AAR - Informatics Professional and Consulting Services  Systems Management  Project Management  EDP Management Consulting | ,
3BC7AE2657DAAF468AB985EE7B691B2A,12136830 Canada Inc.,12136830 Canada Inc.,,6477812278,,,Rama First Nation,Ontario,Suite 109,5884 Rama Rd.,L3V 6H6,12136830 Canada Inc is an federal corporation headquartered on and working from the Reserve of the Rama First Nation that provides business facilitation services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=3BC7AE2657DAAF468AB985EE7B691B2A, - ,339110 - Medical Equipment and Supplies Manufacturing | ,R199B - Miscellaneous Business Services | N9999 - Miscellaneous Items | ,
441CC66F0D4CC54AB666917533443A56,12168642 canada inc,12168642 canada inc,,7807200475,,,Pentiction,British Columbia,48 Industrial avenue,,V2A5M0,Hospitality and tourism providing people with a relaxing cultural experience,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=441CC66F0D4CC54AB666917533443A56,532310 - General Rental Centres,,R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | N9999 - Miscellaneous Items | ,
5381A8EB07B25F4CB06731B825F4D941,1240510 B.C. LTD.,1240510 B.C. LTD.,whatsyour.smokesignal@gmail.com,7789783114,,,Tachie,British Columbia,4416 Tlazten Main,,V0J 1P0,Administrative and technical Services ie basic note taking grant writing Grant applications basic budgeting policy review information research proposal development strategic planning public speaking public presentation agency advocacy ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=5381A8EB07B25F4CB06731B825F4D941, - ,91411 - Aboriginal Public Administration | ,R201A - General Office Help | R019U - Professional Services / Program Research Analysis | D399A - Miscellaneous Communications Services | R199B - Miscellaneous Business Services | D302A - Informatics Professional Services | T000H - Communication Writing and Editing Services | T004B - Events Planning and Management | R123A - Organization Development | G102A - Recreational Services | R114A - Logistics Support Services Military Aerospace Related | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | E103A - Water Quality Support Services | ,
7CC099C61E5364479B460B57BDA29D5F,12764121 Canada Corporation,12764121 Canada Corporation,info@futureindigenous.ca,204-558-8432,,futureindigenous.ca,Winnipeg,Manitoba,Suite 5,350 Qu'Appelle Avenue,R3B1W7,We provide information technology consulting and arts-oriented economic development services for Indigenous entrepreneurs businesses and communities,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=7CC099C61E5364479B460B57BDA29D5F, - ,519190 - All Other Information Services | 541430 - Graphic Design Services | 541510 - Computer Systems Design and Related Services | ,R201A - General Office Help | D304A - Data Transmission Service | U006C - Technical / Vocational Training | D302A - Informatics Professional Services | D317B - Information Retrieval Services  Database | T000H - Communication Writing and Editing Services | T004B - Events Planning and Management | U008F - Training Analysis and Design Courses | T099A - Publishing  Co-Publishing and Support Services - Paper and Electronic Format | G102A - Recreational Services | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | T000G - Communication Support Products | T009B - Motion Picture Production | ,
6AF5CEAC91E8AC468FA93293B9C799DC,13024105 Canada Inc,13024105 Canada Inc,lgraham995@gmail.com,4162308740,,,North York,Ontario,1131 Barmac Dr,suite 318,M9L1X4,Construction,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=6AF5CEAC91E8AC468FA93293B9C799DC, - ,236210 - Industrial Building and Structure Construction | 236110 - Residential Building Construction | 238990 - All Other Specialty Trade Contractors | ,5124B - Construction of Commercial Buildings | 5121A - Construction of One and Two Dwelling Buildings | 5123B - Construction of Warehouses and Industrial Buildings | ,
97E049E3631F5173E0531B96D48E86D3,1323952 Ontario Inc,1323952 Ontario Inc,mike.ouellette@outlook.com,,,,Ottawa,Ontario,207 Bell St N,PH2-21,K1R0B9,Professional Services - Information Technology,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E3631F5173E0531B96D48E86D3,541990 - All Other Professional  Scientific and Technical Services,,D302A - Informatics Professional Services | N7030 - ADP Software | ,
5DE228368BE7F342AEE8D62F3634B270,13242731 Canada Inc.,13242731 Canada Inc.,ahmedhammamm@gmail.com,647-773-9142,8666080807,,Mississauga,Ontario,101-5995 Avebury Rd,,L5R 3P9,Construction company,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=5DE228368BE7F342AEE8D62F3634B270,237310 - Highway  Street and Bridge Construction,561799 - All Other Services to Buildings and Dwellings | 236110 - Residential Building Construction | 236210 - Industrial Building and Structure Construction | 488490 - Other Support Activities for Road Transportation | ,5122A - Construction of Multi-Dwelling Buildings | 5124B - Construction of Commercial Buildings | 5129B - Construction of Other Buildings | 5139A - Construction Services  Not Elsewhere Specified | 5132A - Bridges  Elevated Highways  Tunnels  Subways and Railroads | AT419628 - Road Vehicle Safety (Research) | 5131C - Highways  Roads  Railways   Airfield Runways | ,
2A7ABA0010EEE64ABC1870B46A3F80B2,1348458 B.C. Ltd,1348458 B.C. Ltd,mbc1348458@gmail.com,6046904062,,,North Vancouver,British Columbia,32-602 Lile  Drive,,V7G0B3,We are a truck and transport company that picks up palletized recycling for its customer and delivers that palletized recycling to their desired locations throughout British Columbia,Above $25,000 CAD (and over $40,000 for services and construction contracts),http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=2A7ABA0010EEE64ABC1870B46A3F80B2, - ,
D33732010A5A4A4BB33A68D4A943680C,1481194 Alberta Ltd.,1481194 Alberta Ltd.,james@3cis.com,7804333752,,www.3cis.com,Edmonton,Alberta,10366 65th Avenue,,T6H 1T9,1481194 Alberta Ltd specializes in telecommunication solutions for all sectorsWe provide - fibre optic cabling- wireless network build and design- tower construction- two way radio- communication site installation and inspection- network design ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=D33732010A5A4A4BB33A68D4A943680C, - ,237130 - Power and Communication Line and Related Structures Construction | 517111 - Wired Telecommunications Carriers (except Cable) | 517112 - Cable and Other Program Distribution | 517210 - Wireless Telecommunications Carriers (except Satellite) | 517410 - Satellite Telecommunications | 517910 - Other Telecommunications | 511210 - Software Publishers | 541510 - Computer Systems Design and Related Services | ,D304A - Data Transmission Service | 5179F - Building/Installation Special Trade Services  Not Elsewhere Specified | D316B - Telecommunications Network Services | 5139B - Engineering Works  Not Elsewhere Specified | 5139A - Construction Services  Not Elsewhere Specified | 5129B - Construction of Other Buildings | T000G - Communication Support Products | ,
52D1FFA7E5EC244A9C485FB11C953924,1647439 AB LTD,1647439 AB LTD,t.four79@hotmail.com,7808141294,,,High Level,Alberta,PO BOX 1802,,T0H1Z0,OIL AND GAS WELL SERVICES Well Testing Services Road and Lease BuildingENVIRONMENTAL SERVICES Reclamation Services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=52D1FFA7E5EC244A9C485FB11C953924, - ,211113 - Conventional Oil and Gas Extraction | 211114 - Non-Conventional Oil Extraction | 213118 - Services to Oil and Gas Extraction | 113311 - Logging (except Contract) | 113312 - Contract Logging | ,K113A - Snow Plowing and Removal | E199D - Environmental Services | F010B - Forestry Services  Not Elsewhere Specified | V001B - Trucking | B109A - Other Environmental Studies | 5139A - Construction Services  Not Elsewhere Specified | B101A - Environmental Impact Studies | E108F - Northern Contaminated Site Environmental Clean-up Work/Services | AH215000 - Environmental Sciences: Air  Water Pollution and other (R&D) | ,
97E049E361BB5173E0531B96D48E86D3,1673395 Ontario Inc,1673395 Ontario Inc,D62_roberts@yahoo.ca,,,,Orléans,Ontario,589 Chardonnay Dr,,K4A4G5,Provide professional services,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E361BB5173E0531B96D48E86D3,541510 - Computer Systems Design and Related Services,541611 - Administrative Management and General Management Consulting Services | 541619 - Other Management Consulting Services | ,R019E - Business Services | R019U - Professional Services / Program Research Analysis | R199B - Miscellaneous Business Services | D302A - Informatics Professional Services | R199H - Consulting Services  Change Management / Organizational Development (CM/OD) | ,
97E049E360DD5173E0531B96D48E86D3,175795 Canada inc.,175795 Canada inc.,rstjacques@picanoc.ca,(819)465-1441,,http://www.constructionrobertstjacques.com,Messines,Quebec,30  ch. Entré Nord,,J0X2J0,Nous faisons la constructions rsidentielle commercial et industriel et nous sommes une entreprise autochtoneNos services offertsRSIDENTIELNous sommes entrepreneur en secteur rsidentielCOMMERCIALNous sommes entrepreneur en secteur commercialFINITION ,Interested in contracts of any value,http://www.sac-isc.gc.ca/REA-IBD/eng/profile?id=97E049E360DD5173E0531B96D48E86D3,236110 - Residential Building Construction,236220 - Commercial and Institutional Building Construction | ,5176B - Wood and Metal Joinery and Carpentry | ,
